Data,Ticker,Preco_Fechamento
2025-02-17,ELET3.SA,
2025-02-18,ELET3.SA,
2025-02-19,ELET3.SA,
2025-02-20,ELET3.SA,
2025-02-21,ELET3.SA,
2025-02-24,ELET3.SA,
2025-02-25,ELET3.SA,
2025-02-26,ELET3.SA,
2025-02-27,ELET3.SA,
2025-02-28,ELET3.SA,
2025-03-05,ELET3.SA,
2025-03-06,ELET3.SA,
2025-03-07,ELET3.SA,
2025-03-10,ELET3.SA,
2025-03-11,ELET3.SA,
2025-03-12,ELET3.SA,
2025-03-13,ELET3.SA,
2025-03-14,ELET3.SA,
2025-03-17,ELET3.SA,
2025-03-18,ELET3.SA,
2025-03-19,ELET3.SA,
2025-03-20,ELET3.SA,
2025-03-21,ELET3.SA,
2025-03-24,ELET3.SA,
2025-03-25,ELET3.SA,
2025-03-26,ELET3.SA,
2025-03-27,ELET3.SA,
2025-03-28,ELET3.SA,
2025-03-31,ELET3.SA,
2025-04-01,ELET3.SA,
2025-04-02,ELET3.SA,
2025-04-03,ELET3.SA,
2025-04-04,ELET3.SA,
2025-04-07,ELET3.SA,
2025-04-08,ELET3.SA,
2025-04-09,ELET3.SA,
2025-04-10,ELET3.SA,
2025-04-11,ELET3.SA,
2025-04-14,ELET3.SA,
2025-04-15,ELET3.SA,
2025-04-16,ELET3.SA,
2025-04-17,ELET3.SA,
2025-04-22,ELET3.SA,
2025-04-23,ELET3.SA,
2025-04-24,ELET3.SA,
2025-04-25,ELET3.SA,
2025-04-28,ELET3.SA,
2025-04-29,ELET3.SA,
2025-04-30,ELET3.SA,
2025-05-02,ELET3.SA,
2025-05-05,ELET3.SA,
2025-05-06,ELET3.SA,
2025-05-07,ELET3.SA,
2025-05-08,ELET3.SA,
2025-05-09,ELET3.SA,
2025-05-12,ELET3.SA,
2025-05-13,ELET3.SA,
2025-05-14,ELET3.SA,
2025-05-15,ELET3.SA,
2025-05-16,ELET3.SA,
2025-05-19,ELET3.SA,
2025-05-20,ELET3.SA,
2025-05-21,ELET3.SA,
2025-05-22,ELET3.SA,
2025-05-23,ELET3.SA,
2025-05-26,ELET3.SA,
2025-05-27,ELET3.SA,
2025-05-28,ELET3.SA,
2025-05-29,ELET3.SA,
2025-05-30,ELET3.SA,
2025-06-02,ELET3.SA,
2025-06-03,ELET3.SA,
2025-06-04,ELET3.SA,
2025-06-05,ELET3.SA,
2025-06-06,ELET3.SA,
2025-06-09,ELET3.SA,
2025-06-10,ELET3.SA,
2025-06-11,ELET3.SA,
2025-06-12,ELET3.SA,
2025-06-13,ELET3.SA,
2025-06-16,ELET3.SA,
2025-06-17,ELET3.SA,
2025-06-18,ELET3.SA,
2025-06-20,ELET3.SA,
2025-06-23,ELET3.SA,
2025-06-24,ELET3.SA,
2025-06-25,ELET3.SA,
2025-06-26,ELET3.SA,
2025-06-27,ELET3.SA,
2025-06-30,ELET3.SA,
2025-07-01,ELET3.SA,
2025-07-02,ELET3.SA,
2025-07-03,ELET3.SA,
2025-07-04,ELET3.SA,
2025-07-07,ELET3.SA,
2025-07-08,ELET3.SA,
2025-07-09,ELET3.SA,
2025-07-10,ELET3.SA,
2025-07-11,ELET3.SA,
2025-07-14,ELET3.SA,
2025-07-15,ELET3.SA,
2025-07-16,ELET3.SA,
2025-07-17,ELET3.SA,
2025-07-18,ELET3.SA,
2025-07-21,ELET3.SA,
2025-07-22,ELET3.SA,
2025-07-23,ELET3.SA,
2025-07-24,ELET3.SA,
2025-07-25,ELET3.SA,
2025-07-28,ELET3.SA,
2025-07-29,ELET3.SA,
2025-07-30,ELET3.SA,
2025-07-31,ELET3.SA,
2025-08-01,ELET3.SA,
2025-08-04,ELET3.SA,
2025-08-05,ELET3.SA,
